account_id,credit count,credit balance mean,credit balance min,credit balance max,credit amount mean,credit amount min,credit amount max,credit amount std,withdrawal count,withdrawal balance mean,withdrawal balance min,withdrawal balance max,withdrawal amount mean,withdrawal amount min,withdrawal amount max,withdrawal amount std,OPERATION A amount mean,OPERATION A count,OPERATION B amount mean,OPERATION B count,OPERATION C amount mean,OPERATION C count,OPERATION D amount mean,OPERATION D count,OPERATION E amount mean,OPERATION E count,OPERATION F amount mean,OPERATION F count
3674,49,53127.0,1000.0,140229.0,11784.0,2.0,43694.0,13077.0,61.0,42838.0,5756.0,108729.0,8415.0,15.0,35200.0,9246.0,18528.0,31,0.0,0.0,8149.0,49.0,9503.0,12.0,0.0,0.0,170.0,18.0
9640,57,36143.0,16986.0,64494.0,8868.0,49.0,28659.0,10003.0,96.0,28544.0,8686.0,62448.0,5138.0,15.0,21400.0,4294.0,3362.0,13,20843.0,22.0,3815.0,60.0,7342.0,36.0,0.0,0.0,147.0,22.0
6701,22,48443.0,200.0,92355.0,11707.0,24.0,35760.0,13023.0,25.0,35507.0,4093.0,68828.0,9195.0,30.0,33500.0,11910.0,19704.0,13,0.0,0.0,9195.0,25.0,0.0,0.0,0.0,0.0,155.0,9.0
7445,47,49292.0,200.0,113351.0,9205.0,27.0,48139.0,11645.0,51.0,43084.0,2236.0,95551.0,8239.0,15.0,34100.0,8787.0,17160.0,25,0.0,0.0,8239.0,51.0,0.0,0.0,0.0,0.0,164.0,22.0
6034,31,58971.0,200.0,125943.0,16036.0,42.0,47757.0,15298.0,37.0,45718.0,12515.0,121570.0,11074.0,30.0,41000.0,9933.0,22516.0,22,0.0,0.0,11074.0,37.0,0.0,0.0,0.0,0.0,194.0,9.0
11065,31,34367.0,1100.0,52365.0,6597.0,34.0,17782.0,6642.0,47.0,33521.0,15183.0,47669.0,3529.0,15.0,13700.0,3913.0,11924.0,17,0.0,0.0,3529.0,47.0,0.0,0.0,0.0,0.0,129.0,14.0
2762,55,76156.0,500.0,141386.0,19165.0,29.0,49388.0,16819.0,97.0,58827.0,20378.0,110349.0,10327.0,15.0,61700.0,14304.0,26928.0,39,0.0,0.0,12971.0,69.0,3812.0,28.0,0.0,0.0,243.0,16.0
5442,38,33239.0,300.0,96659.0,11543.0,33.0,46739.0,13740.0,80.0,22934.0,-1369.0,88174.0,5396.0,0.0,37500.0,7326.0,19000.0,23,0.0,0.0,7235.0,38.0,3732.0,42.0,0.0,0.0,109.0,15.0
1787,4,12250.0,1100.0,20100.0,5025.0,1100.0,9900.0,3775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5025.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3678,60,20931.0,800.0,39616.0,4592.0,17.0,13352.0,4473.0,79.0,16888.0,1346.0,31944.0,3325.0,15.0,9500.0,2648.0,7206.0,38,0.0,0.0,3325.0,79.0,0.0,0.0,0.0,0.0,77.0,22.0
8260,34,63737.0,200.0,109178.0,20475.0,33.0,56152.0,21196.0,59.0,53901.0,15574.0,98476.0,11116.0,15.0,40000.0,10674.0,200.0,1,40738.0,17.0,11116.0,59.0,0.0,0.0,0.0,0.0,213.0,16.0
9403,36,47279.0,600.0,116468.0,13124.0,85.0,48618.0,16119.0,60.0,36974.0,13447.0,86729.0,7007.0,30.0,49200.0,9846.0,22375.0,21,0.0,0.0,7953.0,48.0,3225.0,12.0,0.0,0.0,172.0,15.0
8330,36,44061.0,600.0,73069.0,7746.0,9.0,31677.0,11094.0,45.0,48351.0,32358.0,72869.0,5389.0,15.0,21700.0,6560.0,19681.0,14,0.0,0.0,5752.0,37.0,3708.0,8.0,0.0,0.0,151.0,22.0
6425,50,31948.0,700.0,50774.0,6312.0,8.0,18552.0,6589.0,75.0,29084.0,16660.0,48190.0,3740.0,15.0,24480.0,3582.0,10439.0,30,0.0,0.0,3740.0,75.0,0.0,0.0,0.0,0.0,121.0,20.0
2245,50,60469.0,300.0,123013.0,16705.0,111.0,49271.0,17379.0,70.0,49649.0,18868.0,115030.0,11110.0,15.0,54600.0,10522.0,26809.0,31,0.0,0.0,11110.0,70.0,0.0,0.0,0.0,0.0,219.0,19.0
8519,49,57281.0,1100.0,104902.0,13497.0,96.0,56019.0,19697.0,63.0,41643.0,11374.0,79681.0,10038.0,15.0,38400.0,8947.0,1100.0,1,40847.0,16.0,9174.0,51.0,13711.0,12.0,0.0,0.0,209.0,32.0
8321,44,31562.0,800.0,46550.0,3735.0,25.0,15843.0,5250.0,43.0,28494.0,16890.0,46536.0,3140.0,15.0,11400.0,3263.0,8965.0,18,0.0,0.0,2249.0,35.0,7041.0,8.0,0.0,0.0,115.0,26.0
7123,22,60575.0,200.0,112902.0,13031.0,33.0,47705.0,14937.0,20.0,60169.0,23833.0,86704.0,11396.0,100.0,51800.0,12487.0,20371.0,14,0.0,0.0,10599.0,16.0,14581.0,4.0,0.0,0.0,186.0,8.0
5428,16,47231.0,1000.0,105628.0,13375.0,78.0,47436.0,16348.0,16.0,27740.0,9240.0,54196.0,9741.0,15.0,52600.0,13510.0,19377.0,11,0.0,0.0,9741.0,16.0,0.0,0.0,0.0,0.0,170.0,5.0
10738,46,29948.0,200.0,107692.0,8684.0,5.0,46194.0,11966.0,81.0,23235.0,2188.0,61295.0,4812.0,30.0,60600.0,7964.0,15288.0,26,0.0,0.0,5268.0,49.0,4114.0,32.0,0.0,0.0,97.0,20.0
7454,35,22916.0,500.0,31463.0,2764.0,26.0,10500.0,2529.0,47.0,22281.0,12052.0,29470.0,1451.0,15.0,4600.0,1207.0,4158.0,23,0.0,0.0,1517.0,30.0,1335.0,17.0,0.0,0.0,93.0,12.0
10973,16,44829.0,8897.0,81724.0,11409.0,14.0,39098.0,13212.0,16.0,48602.0,20150.0,81694.0,8071.0,30.0,19200.0,6991.0,18162.0,10,0.0,0.0,8071.0,16.0,0.0,0.0,0.0,0.0,154.0,6.0
1166,20,38065.0,200.0,62442.0,9497.0,31.0,27946.0,10744.0,34.0,36128.0,18922.0,59443.0,5026.0,15.0,15900.0,4404.0,1200.0,2,20701.0,9.0,5135.0,29.0,4397.0,5.0,0.0,0.0,136.0,9.0
6040,36,44887.0,1100.0,70827.0,11519.0,35.0,33098.0,12346.0,97.0,41236.0,26984.0,68192.0,3997.0,15.0,22500.0,4925.0,21684.0,19,0.0,0.0,4617.0,59.0,3034.0,38.0,0.0,0.0,157.0,17.0
10105,39,60847.0,600.0,133455.0,16312.0,18.0,49558.0,17543.0,54.0,49782.0,22951.0,116126.0,11005.0,15.0,64900.0,11994.0,26382.0,24,0.0,0.0,11005.0,54.0,0.0,0.0,0.0,0.0,201.0,15.0
5313,24,49429.0,800.0,135175.0,14928.0,39.0,44519.0,17114.0,42.0,43812.0,7691.0,130520.0,7722.0,15.0,48900.0,10877.0,23798.0,15,0.0,0.0,10547.0,27.0,2639.0,15.0,0.0,0.0,144.0,9.0
10079,33,72338.0,1100.0,143606.0,17751.0,91.0,49980.0,16644.0,46.0,57517.0,20795.0,100922.0,11880.0,15.0,49200.0,14240.0,26495.0,22,0.0,0.0,11880.0,46.0,0.0,0.0,0.0,0.0,263.0,11.0
3050,34,62643.0,900.0,107681.0,20656.0,130.0,62168.0,23237.0,92.0,55109.0,11724.0,107562.0,7111.0,15.0,38600.0,8373.0,3650.0,4,45590.0,15.0,9512.0,57.0,3292.0,33.0,1700.0,2.0,257.0,15.0
1603,24,26020.0,900.0,40560.0,3975.0,24.0,11416.0,4055.0,27.0,25794.0,16007.0,35103.0,2622.0,15.0,6300.0,2106.0,6294.0,15,0.0,0.0,3080.0,18.0,1708.0,9.0,0.0,0.0,111.0,9.0
1071,21,53827.0,800.0,104418.0,13561.0,70.0,46304.0,16299.0,20.0,40451.0,15124.0,77128.0,10181.0,30.0,42600.0,12425.0,21774.0,13,0.0,0.0,10181.0,20.0,0.0,0.0,0.0,0.0,214.0,8.0
790,29,43573.0,300.0,96064.0,11824.0,31.0,47493.0,15657.0,35.0,30401.0,-1070.0,59663.0,7469.0,15.0,36500.0,9511.0,21316.0,16,0.0,0.0,7469.0,35.0,0.0,0.0,0.0,0.0,140.0,13.0
8261,14,46956.0,500.0,65848.0,7332.0,51.0,32938.0,11714.0,3.0,43342.0,42707.0,43848.0,19600.0,15200.0,22000.0,3816.0,1300.0,2,24704.0,4.0,19600.0,3.0,0.0,0.0,0.0,0.0,154.0,8.0
11111,23,64482.0,900.0,123863.0,16823.0,36.0,45740.0,17851.0,32.0,47588.0,21421.0,83649.0,11406.0,15.0,60600.0,16123.0,25688.0,15,0.0,0.0,12946.0,26.0,4736.0,6.0,0.0,0.0,200.0,8.0
9591,72,65812.0,400.0,147603.0,16042.0,84.0,49831.0,16621.0,119.0,52243.0,18404.0,119703.0,9523.0,15.0,56400.0,12242.0,23009.0,50,0.0,0.0,10742.0,97.0,4146.0,22.0,0.0,0.0,207.0,22.0
9828,46,53131.0,400.0,94043.0,17294.0,62.0,47472.0,17819.0,86.0,43903.0,17876.0,89743.0,8684.0,15.0,32400.0,8204.0,400.0,1,34400.0,23.0,8684.0,86.0,0.0,0.0,0.0,0.0,177.0,22.0
5385,23,31019.0,500.0,53214.0,7547.0,32.0,22404.0,8314.0,33.0,27710.0,10014.0,49814.0,4547.0,30.0,13200.0,3888.0,2733.0,3,16430.0,10.0,3612.0,27.0,8754.0,6.0,0.0,0.0,108.0,10.0
3064,53,26442.0,1000.0,41137.0,4777.0,22.0,13881.0,4885.0,98.0,23568.0,4823.0,33458.0,2258.0,15.0,11840.0,2116.0,7844.0,32,0.0,0.0,1819.0,64.0,3084.0,34.0,0.0,0.0,103.0,21.0
10911,29,40598.0,1000.0,70288.0,11868.0,12.0,32823.0,12565.0,54.0,34507.0,17897.0,62976.0,5793.0,30.0,24000.0,5269.0,1600.0,2,24226.0,14.0,5448.0,44.0,7312.0,10.0,0.0,0.0,139.0,13.0
2962,51,70757.0,1000.0,144715.0,16817.0,128.0,47033.0,16826.0,69.0,59864.0,20144.0,120711.0,11649.0,15.0,64100.0,13928.0,25856.0,33,0.0,0.0,11649.0,69.0,0.0,0.0,0.0,0.0,246.0,18.0
4448,33,39099.0,700.0,121508.0,9242.0,9.0,41064.0,13234.0,43.0,35859.0,19632.0,73808.0,6418.0,15.0,47700.0,8513.0,15936.0,19,0.0,0.0,6418.0,43.0,0.0,0.0,0.0,0.0,156.0,14.0
4576,27,38543.0,300.0,57677.0,9277.0,84.0,28365.0,10501.0,44.0,31349.0,13242.0,50577.0,4922.0,15.0,18300.0,4051.0,16575.0,15,0.0,0.0,4922.0,44.0,0.0,0.0,0.0,0.0,155.0,12.0
2176,46,64026.0,500.0,193910.0,17669.0,46.0,47189.0,16698.0,80.0,45074.0,5250.0,137910.0,9916.0,15.0,59400.0,12509.0,24554.0,33,0.0,0.0,12833.0,56.0,3110.0,24.0,0.0,0.0,189.0,13.0
4427,41,26545.0,800.0,43442.0,4841.0,54.0,14886.0,4805.0,43.0,24568.0,15598.0,38437.0,4251.0,15.0,10300.0,3184.0,7296.0,27,0.0,0.0,3992.0,32.0,5005.0,11.0,0.0,0.0,106.0,14.0
1247,45,56635.0,300.0,127685.0,14426.0,62.0,49327.0,16357.0,63.0,38989.0,-975.0,93945.0,9781.0,0.0,55900.0,12231.0,20854.0,31,0.0,0.0,9781.0,63.0,0.0,0.0,0.0,0.0,195.0,14.0
10266,15,52514.0,400.0,89755.0,11677.0,50.0,49887.0,19366.0,8.0,45315.0,26688.0,58655.0,16650.0,3200.0,31100.0,10241.0,28896.0,6,0.0,0.0,16650.0,8.0,0.0,0.0,0.0,0.0,197.0,9.0
1978,36,61709.0,900.0,93928.0,17321.0,82.0,51303.0,18532.0,93.0,57031.0,21136.0,88028.0,6118.0,30.0,31200.0,5917.0,1900.0,2,36214.0,17.0,7345.0,54.0,4419.0,39.0,0.0,0.0,242.0,17.0
9093,42,32678.0,800.0,61043.0,6503.0,44.0,28413.0,9622.0,60.0,32127.0,12805.0,58426.0,4143.0,15.0,24960.0,5124.0,16893.0,16,0.0,0.0,5076.0,42.0,1964.0,18.0,0.0,0.0,109.0,26.0
2933,34,53217.0,1100.0,121891.0,13756.0,13.0,42400.0,14317.0,50.0,38745.0,11051.0,94434.0,8754.0,15.0,56700.0,11897.0,20260.0,23,0.0,0.0,9465.0,40.0,5907.0,10.0,0.0,0.0,156.0,11.0
4894,9,44962.0,800.0,76985.0,13155.0,45.0,29255.0,15275.0,4.0,42261.0,27955.0,52985.0,16300.0,2100.0,24000.0,9972.0,800.0,1,29255.0,4.0,16300.0,4.0,0.0,0.0,0.0,0.0,143.0,4.0
5120,28,49461.0,200.0,119934.0,13879.0,53.0,44802.0,15498.0,29.0,41507.0,7618.0,91834.0,11015.0,15.0,33900.0,10582.0,20365.0,19,0.0,0.0,12683.0,24.0,3008.0,5.0,0.0,0.0,188.0,9.0
5228,26,70535.0,1000.0,134417.0,26907.0,43.0,74522.0,27882.0,49.0,56275.0,24366.0,107117.0,12350.0,100.0,38200.0,11308.0,1000.0,1,53503.0,13.0,12350.0,49.0,0.0,0.0,0.0,0.0,254.0,12.0
8129,26,41908.0,700.0,62084.0,11194.0,16.0,30918.0,11538.0,41.0,35380.0,20412.0,48311.0,6288.0,15.0,20000.0,5798.0,20662.0,14,0.0,0.0,6313.0,33.0,6184.0,8.0,0.0,0.0,149.0,12.0
9034,18,37601.0,900.0,62325.0,8068.0,10.0,32706.0,11579.0,11.0,37235.0,24135.0,54292.0,8863.0,15.0,20600.0,6191.0,1350.0,2,23621.0,6.0,10564.0,7.0,5887.0,4.0,0.0,0.0,80.0,10.0
5215,29,33569.0,200.0,52185.0,7800.0,49.0,23230.0,8445.0,73.0,32478.0,14204.0,51315.0,2620.0,2.0,14100.0,3467.0,14026.0,16,0.0,0.0,3449.0,40.0,1616.0,33.0,0.0,0.0,137.0,13.0
2705,12,35824.0,600.0,52378.0,7085.0,48.0,15649.0,7698.0,7.0,40401.0,33576.0,50078.0,7186.0,100.0,15500.0,6092.0,3000.0,2,15649.0,5.0,7186.0,7.0,0.0,0.0,0.0,0.0,154.0,5.0
8173,22,68431.0,1100.0,122524.0,20307.0,148.0,61260.0,21671.0,30.0,56472.0,21980.0,121024.0,11913.0,15.0,39200.0,11386.0,5100.0,3,42882.0,10.0,11913.0,30.0,0.0,0.0,0.0,0.0,292.0,9.0
9472,56,68748.0,800.0,125888.0,16955.0,93.0,48143.0,17421.0,102.0,52064.0,18262.0,106378.0,8863.0,30.0,51700.0,11107.0,27769.0,34,0.0,0.0,9720.0,83.0,5119.0,19.0,0.0,0.0,242.0,22.0
8027,22,64370.0,700.0,117490.0,18777.0,138.0,58227.0,20932.0,38.0,50476.0,23158.0,88680.0,10060.0,30.0,35000.0,9777.0,1400.0,2,40759.0,10.0,10060.0,38.0,0.0,0.0,0.0,0.0,270.0,10.0
10320,10,45829.0,800.0,79634.0,14443.0,75.0,38960.0,15388.0,7.0,44297.0,25473.0,67220.0,11031.0,1300.0,21500.0,6762.0,800.0,1,28570.0,5.0,10800.0,6.0,12414.0,1.0,0.0,0.0,195.0,4.0
5700,44,29334.0,500.0,46520.0,5170.0,26.0,14422.0,5093.0,65.0,27516.0,5000.0,43567.0,3034.0,15.0,13920.0,3554.0,9013.0,25,0.0,0.0,3034.0,65.0,0.0,0.0,0.0,0.0,113.0,19.0
6273,16,39591.0,200.0,69175.0,8545.0,63.0,49341.0,15833.0,14.0,33576.0,24631.0,46375.0,7690.0,15.0,22800.0,6784.0,22522.0,6,0.0,0.0,7690.0,14.0,0.0,0.0,0.0,0.0,158.0,10.0
9833,20,61851.0,1100.0,119900.0,25763.0,47.0,73224.0,26691.0,45.0,49614.0,21478.0,81050.0,10532.0,15.0,54700.0,11775.0,1100.0,1,51257.0,10.0,12099.0,33.0,6223.0,12.0,0.0,0.0,177.0,9.0
6226,34,69469.0,400.0,121690.0,21807.0,32.0,59793.0,22566.0,52.0,59404.0,29272.0,102417.0,13118.0,30.0,48100.0,13485.0,400.0,1,43379.0,17.0,13118.0,52.0,0.0,0.0,0.0,0.0,224.0,16.0
3629,55,29238.0,900.0,59898.0,7198.0,17.0,23810.0,8274.0,111.0,22763.0,8042.0,58098.0,3394.0,15.0,17200.0,3756.0,1708.0,12,16955.0,22.0,3161.0,60.0,3668.0,51.0,0.0,0.0,113.0,21.0
7485,18,35999.0,700.0,76737.0,10908.0,16.0,34198.0,12526.0,18.0,29119.0,8885.0,60335.0,9091.0,15.0,22100.0,7611.0,567.0,3,24224.0,8.0,8853.0,15.0,10279.0,3.0,0.0,0.0,123.0,7.0
6363,31,38203.0,900.0,54432.0,6398.0,37.0,17580.0,6316.0,41.0,40113.0,26663.0,52832.0,3666.0,15.0,13300.0,4171.0,11542.0,17,0.0,0.0,3666.0,41.0,0.0,0.0,0.0,0.0,152.0,14.0
7819,47,23535.0,500.0,41998.0,4205.0,26.0,13251.0,4569.0,104.0,20390.0,8185.0,41598.0,1728.0,15.0,19700.0,2501.0,6757.0,29,0.0,0.0,2031.0,52.0,1426.0,52.0,0.0,0.0,92.0,18.0
7857,37,56311.0,300.0,111589.0,20196.0,114.0,57164.0,21407.0,110.0,44162.0,11180.0,79536.0,6435.0,15.0,42100.0,7593.0,250.0,2,41285.0,18.0,8482.0,69.0,2989.0,41.0,0.0,0.0,213.0,17.0
816,49,70083.0,200.0,134187.0,15032.0,21.0,41561.0,14899.0,68.0,59371.0,20129.0,103028.0,10126.0,15.0,52900.0,12610.0,22890.0,32,0.0,0.0,11329.0,56.0,4514.0,12.0,0.0,0.0,241.0,17.0
2167,31,43083.0,200.0,79870.0,11987.0,84.0,36552.0,13358.0,46.0,38075.0,19755.0,54946.0,7137.0,15.0,29300.0,6456.0,20523.0,18,0.0,0.0,7474.0,36.0,5922.0,10.0,0.0,0.0,167.0,13.0
11021,74,64992.0,900.0,120806.0,12442.0,28.0,49960.0,16271.0,86.0,48363.0,-518.0,105160.0,10424.0,2.0,55200.0,12200.0,25369.0,36,0.0,0.0,10424.0,86.0,0.0,0.0,0.0,0.0,196.0,38.0
3166,36,31720.0,-2403.0,89734.0,9073.0,10.0,45056.0,11111.0,59.0,23712.0,-2486.0,89719.0,5295.0,3.0,26000.0,6412.0,15468.0,21,0.0,0.0,5295.0,59.0,0.0,0.0,0.0,0.0,121.0,15.0
5481,26,54112.0,1000.0,110584.0,19732.0,70.0,54645.0,20444.0,42.0,41351.0,18298.0,73184.0,11161.0,15.0,61800.0,11884.0,1000.0,1,39232.0,13.0,11161.0,42.0,0.0,0.0,0.0,0.0,167.0,12.0
9236,12,24322.0,800.0,48353.0,4879.0,30.0,17859.0,6562.0,3.0,31282.0,26274.0,37253.0,7100.0,2200.0,11100.0,4518.0,9696.0,6,0.0,0.0,7100.0,3.0,0.0,0.0,0.0,0.0,63.0,6.0
9869,40,42363.0,900.0,71925.0,11491.0,36.0,33276.0,12317.0,79.0,34197.0,17398.0,50893.0,5211.0,15.0,24700.0,4755.0,20771.0,22,0.0,0.0,5769.0,51.0,4192.0,28.0,0.0,0.0,147.0,18.0
6030,38,47470.0,400.0,69893.0,10477.0,27.0,30056.0,11122.0,56.0,44302.0,33563.0,68993.0,6507.0,15.0,23400.0,8096.0,19746.0,20,0.0,0.0,6507.0,56.0,0.0,0.0,0.0,0.0,177.0,18.0
6051,30,20259.0,500.0,32720.0,3712.0,10.0,11600.0,3347.0,28.0,18183.0,6856.0,28014.0,3271.0,15.0,9800.0,2772.0,5532.0,20,0.0,0.0,3271.0,28.0,0.0,0.0,0.0,0.0,73.0,10.0
10451,56,27947.0,900.0,57707.0,4878.0,8.0,21056.0,6931.0,74.0,25157.0,2036.0,55534.0,3442.0,15.0,15800.0,3259.0,10386.0,26,0.0,0.0,4112.0,40.0,2654.0,34.0,0.0,0.0,104.0,30.0
1106,26,27080.0,800.0,49563.0,6091.0,10.0,23844.0,8280.0,25.0,20754.0,2310.0,47319.0,5445.0,30.0,18000.0,4916.0,13074.0,12,0.0,0.0,5445.0,25.0,0.0,0.0,0.0,0.0,105.0,14.0
8073,17,56886.0,900.0,126833.0,15663.0,166.0,45628.0,16806.0,32.0,41099.0,13173.0,78968.0,7831.0,100.0,62700.0,11840.0,22109.0,12,0.0,0.0,8604.0,22.0,6131.0,10.0,0.0,0.0,193.0,5.0
7607,41,34654.0,600.0,56123.0,7781.0,36.0,22268.0,8053.0,76.0,29244.0,14413.0,54968.0,3766.0,15.0,19680.0,3841.0,13762.0,23,0.0,0.0,3257.0,62.0,6020.0,14.0,0.0,0.0,139.0,18.0
7190,49,29557.0,700.0,40734.0,4125.0,52.0,12138.0,4199.0,70.0,28794.0,18781.0,39734.0,2521.0,15.0,7300.0,2295.0,6885.0,29,0.0,0.0,1670.0,54.0,5394.0,16.0,0.0,0.0,123.0,20.0
5952,27,65673.0,1000.0,107784.0,18498.0,106.0,52968.0,19701.0,75.0,54176.0,27038.0,98002.0,6048.0,15.0,43500.0,7411.0,950.0,2,38028.0,13.0,9045.0,41.0,2433.0,34.0,0.0,0.0,265.0,12.0
6930,19,56281.0,600.0,80155.0,12249.0,65.0,36290.0,13228.0,18.0,57610.0,39321.0,73648.0,9074.0,15.0,29900.0,10309.0,20985.0,11,0.0,0.0,9074.0,18.0,0.0,0.0,0.0,0.0,238.0,8.0
8475,13,20461.0,1100.0,33467.0,3013.0,48.0,9738.0,3766.0,2.0,28824.0,26781.0,30867.0,4150.0,2600.0,5700.0,2192.0,5531.0,7,0.0,0.0,4150.0,2.0,0.0,0.0,0.0,0.0,76.0,6.0
4414,42,24010.0,1000.0,43393.0,5483.0,52.0,16257.0,5691.0,70.0,21371.0,10362.0,34865.0,3011.0,15.0,11700.0,2246.0,8804.0,26,0.0,0.0,2656.0,44.0,3612.0,26.0,0.0,0.0,86.0,16.0
